,product name,ratings,reviews,helpful,date,,asin,target,text
2739,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I received the turmeric fast I use it for pain control. I have nerve damage in my neck I have used everything from Ibuprofen to Percocet with no  relief in pain but I use turmeric and it helps with pain.

",0,"August 17, 2019",,B06X9T1Y3F,p,"

  I received the turmeric fast I use it for pain control. I have nerve damage in my neck I have used everything from Ibuprofen to Percocet with no  relief in pain but I use turmeric and it helps with pain.

"
2740,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  These are the best turmeric caps I have ever purchased.

",0,"December 3, 2018",,B06X9T1Y3F,p,"

  These are the best turmeric caps I have ever purchased.

"
2741,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Dr. Recommended

",0,"June 7, 2019",,B06X9T1Y3F,p,"

  Dr. Recommended

"
2742,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  Got it for pain. Tough to adequately measure results, but seems to help so I will continue.

",0,"May 7, 2019",,B06X9T1Y3F,p,"

  Got it for pain. Tough to adequately measure results, but seems to help so I will continue.

"
2743,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  Good quantity pills

",0,"April 11, 2020",,B06X9T1Y3F,p,"

  Good quantity pills

"
2744,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Everything was fine.

",0,"June 8, 2020",,B06X9T1Y3F,p,"

  Everything was fine.

"
2745,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  I did not recognize any difference

",0,"July 14, 2020",,B06X9T1Y3F,n,"

  I did not recognize any difference

"
2746,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Its ok

",1,"July 29, 2020",,B06X9T1Y3F,p,"

  Its ok

"
2747,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  It works better than anything else I have tried. I have chronic joint/muscle pain and began using this specific product approximately 2 years ago. I take it daily and have recommended it to many others.

",0,"October 1, 2020",,B06X9T1Y3F,p,"

  It works better than anything else I have tried. I have chronic joint/muscle pain and began using this specific product approximately 2 years ago. I take it daily and have recommended it to many others.

"
2748,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I really appreciate the fast delivery rate! Wonderful!

",0,"November 27, 2018",,B06X9T1Y3F,p,"

  I really appreciate the fast delivery rate! Wonderful!

"
2749,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Good product

",0,"August 7, 2020",,B06X9T1Y3F,p,"

  Good product

"
2750,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Take this twice a day, orders from my orthopaedic specialist.

",0,"December 2, 2018",,B06X9T1Y3F,p,"

  Take this twice a day, orders from my orthopaedic specialist.

"
2751,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  great for inflammation

",1,"August 6, 2017",,B06X9T1Y3F,p,"

  great for inflammation

"
2752,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Good product

",0,"March 6, 2020",,B06X9T1Y3F,p,"

  Good product

"
2753,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Perfect

",0,"December 10, 2018",,B06X9T1Y3F,p,"

  Perfect

"
2754,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I’ve just started using this brand so I’m not sure.

",0,"May 6, 2020",,B06X9T1Y3F,p,"

  I’ve just started using this brand so I’m not sure.

"
2755,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  Excellent product and service.  Thanks

",1,"October 31, 2017",,B06X9T1Y3F,p,"

  Excellent product and service.  Thanks

"
2756,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  Good product

",2,"November 6, 2017",,B06X9T1Y3F,p,"

  Good product

"
2757,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Enjoy the effects

",1,"April 12, 2020",,B06X9T1Y3F,p,"

  Enjoy the effects

"
2758,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  These are pills you need to take with water. I believe they are very effective . Taking this turmeric w bioprene has been a great help to my achey knees. I've taken other brands that was not as effective as this one.

",0,"April 29, 2019",,B06X9T1Y3F,n,"

  These are pills you need to take with water. I believe they are very effective . Taking this turmeric w bioprene has been a great help to my achey knees. I've taken other brands that was not as effective as this one.

"
2759,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Take it for arthritis pain.  Very effective.

",0,"April 7, 2020",,B06X9T1Y3F,p,"

  Take it for arthritis pain.  Very effective.

"
2760,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Very good product

",1,"March 28, 2020",,B06X9T1Y3F,p,"

  Very good product

"
2761,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Excellent supplement

",0,"January 2, 2020",,B06X9T1Y3F,p,"

  Excellent supplement

"
2762,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I am allergic to it..

",0,"February 17, 2020",,B06X9T1Y3F,p,"

  I am allergic to it..

"
2763,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",2,"

  Great product

",0,"January 14, 2020",,B06X9T1Y3F,n,"

  Great product

"
2764,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Great product really works for pain releif

",1,"April 29, 2019",,B06X9T1Y3F,p,"

  Great product really works for pain releif

"
2765,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  very good product I feel better knowing I am fueling my body correctly

",0,"June 11, 2019",,B06X9T1Y3F,p,"

  very good product I feel better knowing I am fueling my body correctly

"
2766,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  The only thing I don't like about it is it tastes like taco seasoning

",1,"March 29, 2020",,B06X9T1Y3F,p,"

  The only thing I don't like about it is it tastes like taco seasoning

"
2767,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I purchased to try and help manage arthritis pain. It does help a little.

",0,"June 29, 2019",,B06X9T1Y3F,p,"

  I purchased to try and help manage arthritis pain. It does help a little.

"
2768,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  It was what I was looking for and cheaper than the drug store brand I was taking.

",0,"June 5, 2019",,B06X9T1Y3F,p,"

  It was what I was looking for and cheaper than the drug store brand I was taking.

"
2769,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  Has helped significantly with my inflammatory acne and general joint pain. I’m an oncology nurse practitioner and I recommend tumeric for my patients on aromatase inhibitors. Finally decided to take it myself. This stuff works. Recommending to everyone now.

",0,"July 25, 2020",,B06X9T1Y3F,p,"

  Has helped significantly with my inflammatory acne and general joint pain. I’m an oncology nurse practitioner and I recommend tumeric for my patients on aromatase inhibitors. Finally decided to take it myself. This stuff works. Recommending to everyone now.

"
2770,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Excellent

",0,"February 9, 2020",,B06X9T1Y3F,p,"

  Excellent

"
2771,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  Works better than the other one I ordered.

",1,"November 29, 2019",,B06X9T1Y3F,n,"

  Works better than the other one I ordered.

"
2772,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  This provided some relief for arthritis related pain for sure

",0,"June 9, 2020",,B06X9T1Y3F,p,"

  This provided some relief for arthritis related pain for sure

"
2773,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",3,"

  🏻

",0,"July 11, 2019",,B06X9T1Y3F,n,"

  🏻

"
2774,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I love this product! I swear it has been helping me with my ulcerative colitis

",0,"August 19, 2019",,B06X9T1Y3F,p,"

  I love this product! I swear it has been helping me with my ulcerative colitis

"
2775,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  good price

",0,"June 8, 2020",,B06X9T1Y3F,p,"

  good price

"
2776,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  This supplement had all the ingredients in the amounts I wanted for a good price.

",0,"February 20, 2020",,B06X9T1Y3F,p,"

  This supplement had all the ingredients in the amounts I wanted for a good price.

"
2777,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Arthritis pain!!

",1,"April 13, 2019",,B06X9T1Y3F,p,"

  Arthritis pain!!

"
2778,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Really good, seems to be helping with some knee pain/grinding from old football injury to cartilage.

",0,"September 7, 2020",,B06X9T1Y3F,p,"

  Really good, seems to be helping with some knee pain/grinding from old football injury to cartilage.

"
2779,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I use to help with joint pain.

",1,"May 31, 2020",,B06X9T1Y3F,p,"

  I use to help with joint pain.

"
