,product name,ratings,reviews,helpful,date,,asin,target,text
278,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  One of my favorite scents and lasts a long time. I think it may be a little over priced but not by much. I might just be a cheapskate.

",0,"January 12, 2020",,B000P22TIY,n,"

  One of my favorite scents and lasts a long time. I think it may be a little over priced but not by much. I might just be a cheapskate.

"
279,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  It doesn’t last all day but not tone expected for this price, smells fresh and crisp. Like this and the Blue as well but voyage more.

",0,"December 18, 2019",,B000P22TIY,p,"

  It doesn’t last all day but not tone expected for this price, smells fresh and crisp. Like this and the Blue as well but voyage more.

"
280,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  This is the only cologne I have ever worn that I get compliments about. It also is the cheapest cologne I have ever bought!

",0,"January 29, 2020",,B000P22TIY,n,"

  This is the only cologne I have ever worn that I get compliments about. It also is the cheapest cologne I have ever bought!

"
281,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  This was a Father's Day gift and I'm so happy I purchased it. It came on Father's Day and the scent is just.... OMG... I can't explain but yeah GREAT BUY! Nice size bottle too! And I based my purchase on all the reviews too!!

",0,"June 21, 2020",,B000P22TIY,p,"

  This was a Father's Day gift and I'm so happy I purchased it. It came on Father's Day and the scent is just.... OMG... I can't explain but yeah GREAT BUY! Nice size bottle too! And I based my purchase on all the reviews too!!

"
282,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Great price on daily deals. It is my favorite for my husband to wear. It’s not to strong and he doesn’t smell like a florist.

",0,"January 18, 2020",,B000P22TIY,p,"

  Great price on daily deals. It is my favorite for my husband to wear. It’s not to strong and he doesn’t smell like a florist.

"
283,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I buy this regularly off amazon and is my favorite cologne.  I save money and time just ordering it off amazon Prime and have it at my door in 3-5 days.  The smell is good and does not die off quickly allowing one not to soak themselves in it.

",1,"October 25, 2017",,B000P22TIY,p,"

  I buy this regularly off amazon and is my favorite cologne.  I save money and time just ordering it off amazon Prime and have it at my door in 3-5 days.  The smell is good and does not die off quickly allowing one not to soak themselves in it.

"
284,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Great cologne. Lasts all day and then some, whether he goes to work or to an event. Not too sweet and not overwhelming.

",0,"April 21, 2020",,B000P22TIY,p,"

  Great cologne. Lasts all day and then some, whether he goes to work or to an event. Not too sweet and not overwhelming.

"
285,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Great scent, very fresh and not overly pungent. Light and cucumbery, great for everyday use or whenever you want an extra burst of freshness.

",0,"June 4, 2020",,B000P22TIY,p,"

  Great scent, very fresh and not overly pungent. Light and cucumbery, great for everyday use or whenever you want an extra burst of freshness.

"
286,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  I bought it for the brand value  of nautica. The smell is really nice, the sad part is it does not last enough. It stays for just 4-6 hours. Although, the product is good for the price. You can give it a try maybe

",0,"March 3, 2020",,B000P22TIY,p,"

  I bought it for the brand value  of nautica. The smell is really nice, the sad part is it does not last enough. It stays for just 4-6 hours. Although, the product is good for the price. You can give it a try maybe

"
287,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Nothing special about this product. It's something you could use on occasions when you do not want to use that other better perfume sitting on your dressing table.

",0,"February 23, 2020",,B000P22TIY,p,"

  Nothing special about this product. It's something you could use on occasions when you do not want to use that other better perfume sitting on your dressing table.

"
288,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  I was tempted to give this cologne 1 star simply so others wouldn't buy it and my 'secret cologne' would remain just that. But, alas- I'll be decent. This is a timeless cologne. Not too strong, not too light and the perfect scent. I've been wearing it for about a year and a half and never had a single complaint. Just the opposite actually- everyone always compliments me and asks what brand cologne I'm wearing. I never tell!This is easily the best cologne money can buy and as long as Nautica is producing it they'll have at least one buyer.

",0,"July 13, 2012",,B000P22TIY,n,"

  I was tempted to give this cologne 1 star simply so others wouldn't buy it and my 'secret cologne' would remain just that. But, alas- I'll be decent. This is a timeless cologne. Not too strong, not too light and the perfect scent. I've been wearing it for about a year and a half and never had a single complaint. Just the opposite actually- everyone always compliments me and asks what brand cologne I'm wearing. I never tell!This is easily the best cologne money can buy and as long as Nautica is producing it they'll have at least one buyer.

"
289,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I had run out of my 1.7 oz. supply of Abercrombie & Fitch ""Fierce"".  Searched for a replacement and surprised my wife with Nautica Voyage, she loved it. A little bit of a risky move (fellas...you know what I mean. You've got get her approval first), but she loved it! Zero risk with this one. I will be buying it again after this bottle runs out.

",0,"September 3, 2020",,B000P22TIY,p,"

  I had run out of my 1.7 oz. supply of Abercrombie & Fitch ""Fierce"".  Searched for a replacement and surprised my wife with Nautica Voyage, she loved it. A little bit of a risky move (fellas...you know what I mean. You've got get her approval first), but she loved it! Zero risk with this one. I will be buying it again after this bottle runs out.

"
290,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  This is just an amazing smell. Its citrus-y and pops. I do however prefer the initial first few minutes over the last few hours, as it smells a lot more fresh and less jarring to the nose, but its bearable.

",0,"January 16, 2019",,B000P22TIY,p,"

  This is just an amazing smell. Its citrus-y and pops. I do however prefer the initial first few minutes over the last few hours, as it smells a lot more fresh and less jarring to the nose, but its bearable.

"
291,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Like buying a big jar of blue faintly scented water.

",1,"January 28, 2020",,B000P22TIY,p,"

  Like buying a big jar of blue faintly scented water.

"
292,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  I was in desperate need (want) of an everyday Cologne in order to prevent my new-found love ""Acqua Di Gio"" by GA from losing its sex appeal. So, I did my research and stumbled upon Nautica Voyager right here on Amazon. I read most of the reviews and decided to go for it and I have no regrets to date. I used prime and I got it in 1.5 days after ordering. My girlfriend prefers its smell over the Acqua (she's wack I know) but I really think it's smell good also. Cologne is really subjective but I think for the price, it's worth it. It also stays on your clothes, though a bit mild, for about 18-24 hours making it a perfect choice for an everyday cologne.

",0,"May 21, 2013",,B000P22TIY,p,"

  I was in desperate need (want) of an everyday Cologne in order to prevent my new-found love ""Acqua Di Gio"" by GA from losing its sex appeal. So, I did my research and stumbled upon Nautica Voyager right here on Amazon. I read most of the reviews and decided to go for it and I have no regrets to date. I used prime and I got it in 1.5 days after ordering. My girlfriend prefers its smell over the Acqua (she's wack I know) but I really think it's smell good also. Cologne is really subjective but I think for the price, it's worth it. It also stays on your clothes, though a bit mild, for about 18-24 hours making it a perfect choice for an everyday cologne.

"
293,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  first i got mine from deals breaker 100% legit so no problem there. i have like thirty bottles of designer colognes like Polo. Tommy you guys get it a big fan of colognes always looking. this cologne stayed on my clothes for days. it is strong but not a strong scent. has lasting power. a nice low key fresh smell my new favorite. puts my others on the bench. i spent 18 dollars on this but it wears like a very expensive one. out of them all this is the clear winner. almost thirty and i choose this go figure.

",0,"April 18, 2013",,B000P22TIY,p,"

  first i got mine from deals breaker 100% legit so no problem there. i have like thirty bottles of designer colognes like Polo. Tommy you guys get it a big fan of colognes always looking. this cologne stayed on my clothes for days. it is strong but not a strong scent. has lasting power. a nice low key fresh smell my new favorite. puts my others on the bench. i spent 18 dollars on this but it wears like a very expensive one. out of them all this is the clear winner. almost thirty and i choose this go figure.

"
